base;11550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rates;0.15;0.3;0.24;0.2575;;;;;;;;;;;;;;;;;;;;;;;;;;;;
brack;42705;85405;103915;10000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_age;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_age_max;2485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_age_base;33505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_rate;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_age_rate;0.15
nrtc_pension_max;2210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_single;1355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_disabled;2625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_dep_base;3065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nrtc_dep_inc_redrate;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_start_single;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_start_couple;3600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_rate_single;0.205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_rate_couple;0.205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_stop_single;10506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_stop_couple;16248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_red_single;11816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_red_couple;18153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_red_1adch;11854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_red_2adch;18231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_rate_1adch;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_rate_2adch;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_redrate_1ad;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
witb_redrate_2ad;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_start_single;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_start_couple;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_rate_single;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_rate_couple;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_stop_single;2497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_stop_couple;2497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_red_single;20332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_red_couple;31434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_red_1adch;16974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_red_2adch;23718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_redrate_single;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awitb_redrate_couple;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_start_single;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_start_couple;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_rate_single;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_rate_couple;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_stop_single;13366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_stop_couple;19444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_red_single;13366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_red_couple;19444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_redrate_single;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_redrate_couple;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_max_1ch;2392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_max_2ndch;1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_max_3rdch;1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_max_4thchplus;1793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_monosupp;839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_min_1ch;671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_min_2ndchplus;620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_min_mono;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_red_single;34656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_red_couple;47665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_redrate;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cap_handicaped;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chcare_max_minus7;9000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chcare_max_minus16;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chcare_brack;34800;36090;37385;38665;39955;41240;42545;43830;45110;46390;47695;48985;50270;51555;52850;95380;136925;138230;139525;140820;142120;143420;144710;146015;147310;148595;149900;151195;152505;153800;155095;10000000
chcare_rate;0.75;0.74;0.73;0.72;0.71;0.7;0.69;0.68;0.67;0.66;0.65;0.64;0.63;0.62;0.61;0.6;0.57;0.54;0.52;0.5;0.48;0.46;0.44;0.42;0.4;0.38;0.36;0.34;0.32;0.3;0.28;0.26
expworker_start;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expworker_amount;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expworker_rate;0.1504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expworker_amount_64;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hc_thresh;134095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hc_rate;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hc_max;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_base1;14440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_base2;50200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_rate1;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_rate2;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_max1;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hsf_max2;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_single;15570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_couple;25230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_1ad1depch;9660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_1ad2depch;13015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_2ad1depch;3355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_base_inc_2ad2depch;6455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_bracket1;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_bracket2;14646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_bracket2_max;660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_single_rate1;0.0674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_single_rate2;0.1013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_couple_rate1;0.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_couple_rate2;0.0508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_max;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_gis_max_single;9287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ramq_medic_gis_max_couple;5848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq_partner;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq_suppsingle;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_single;545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_couple;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_suppch;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_red;33505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_redrate_2x;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_redrate_1x;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_north_single;1655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_north_ch;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq2;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq_partner2;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_tvq_suppsingle2;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_single2;548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_couple2;665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_hou_suppch2;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_red2;33685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_redrate_2x2;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_redrate_1x2;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_north_single2;1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rtc_sol_north_ch2;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qc_w_inc_deduc_max;1130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qc_w_inc_deduc_rate;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_start_single;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_start_couple;3600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_rate_single;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_rate_couple;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_stop_single;10464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_stop_couple;16190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_red_single;10464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_red_couple;16190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_redrate_single;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_redrate_couple;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_rate_single_child;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wp_rate_couple_child;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
awp_start_single;1200.0
awp_start_couple;1200.0
awp_rate_single;0.11
awp_rate_couple;0.11
awp_stop_single;13366.0
awp_stop_couple;19444.0
awp_red_single;13366.0
awp_red_couple;19444.0
awp_redrate_single;0.1
awp_redrate_couple;0.1
